Tháng,Năm,Ngành hàng,KV,Số IB,Tên Khách hàng,Tên gói thầu,Ngày  mở thầu,Ngày phê duyệt thầu,Thời hạn thầu,Công ty trúng thầu,Hãng SX,Tên mặt hàng dự thầu,Phân nhóm lớn sản phẩm trúng thầu,Phân nhóm nhỏ sản phẩm trúng thầu,Nhập khẩu/ Việt Nam,Dung tích, Số lượng trúng thầu ,  Đơn giá trúng thầu  ,  Giá trị trúng thầu  ,Cấu hình trúng thầu,Sale
1,2025,KSNK,MN,"
IB2400488226",Bệnh viện Đa khoa tỉnh Bình Định,Gói thầu thuốc Generic,45618,45637,12 tháng,"CÔNG TY CỔ PHẦN DƯỢC PHẨM TV,PHARM", ,Povidon iodin 10%,Sát khuẩn da,Sát khuẩn da,Việt Nam,250,19248,36000,543984000, ,46644cba-3b96-45fd-be96-c54540c7ddee
1,2025,KSNK,MN,"
IB2400488226",Bệnh viện Đa khoa tỉnh Bình Định,Gói thầu thuốc Generic,45637,45312,12 tháng,"CÔNG TY CỔ PHẦN DƯỢC PHẨM TV,PHARM", ,Povidon Iodin 10%,Sát khuẩn da,Sát khuẩn da,Việt Nam,250,19248,36000,692928000,"1 Thành phần: 52,5% Acid Phosphoric
2 Làm mới dụng cụ và trang thiết bị y tế có chất liệu thép không rỉ Loại bỏ cặn sắt oxide và các vết oxy hóa khác
Nồng độ pha loãng từ 3% - 5% trong nước ấm
Thời gian ngâm: 1 giờ
Chai 1 lít
3 ISO 13485",46644cba-3b96-45fd-be96-c54540c7ddee
1,2025,KSNK,MN,IB2400248172,Bệnh viện Bệnh Nhiệt đới,"Mua hóa chất khử khuẩn, vật tư xét nghiệm và vật tư y tế năm 2024 (Gói 02)",45531,45680,12 tháng,CÔNG TY TNHH SG PHARMA,Sg Pharma,Greenazymes,Xử lý dụng cụ,Làm sạch và tiền KK,Việt Nam,5000,197,860000,169420000,"Dung dịch tẩy rửa dụng cụ nội khoa, ngoại khoa và các dụng cụ y tế khác bằng cách ngâm, bồn rửa siêu âm hoặc máy rửa dụng cụ chứa hỗn hợp 5 enzyme: Protease, Lipase, Amylase, Mannanase, Cellulase + chất hoạt động bề mặt",46644cba-3b96-45fd-be96-c54540c7ddee
1,2025,KSNK,MN,IB2400248172,Bệnh viện Bệnh Nhiệt đới,"Mua hóa chất khử khuẩn, vật tư xét nghiệm và vật tư y tế năm 2024 (Gói 02)",45531,1/23/2025,12 tháng,CÔNG TY TNHH VIỆT DƯỢC MEDIC,Medentech,Klorsept 25,Xử lý bề mặt,Viên khử khuẩn,Nhập khẩu,100,450,394400,177480000,Viên tẩy khử khuẩn tan nhanh trong nước chứa Na dichloroiscocyanurate 50% 25g,46644cba-3b96-45fd-be96-c54540c7ddee
1,2025,KSNK,MN,IB2400248172,Bệnh viện Bệnh Nhiệt đới,"Mua hóa chất khử khuẩn, vật tư xét nghiệm và vật tư y tế năm 2024 (Gói 02)",45531,1/23/2025,12 tháng,CÔNG TY TNHH THIẾT BỊ Y TẾ ĐỨC LỘC,Tân Hương,Tha Cleansurf,Xử lý bề mặt,Lau sàn,Việt Nam,5000,40,756000,30240000,"Dung dịch tẩy rửa, khử trùng sàn nhà và bề mặt chứa N-(3-aminopropyl)-N-dodecylopropane-1,3-diamine (51mg/g), didecyldimethylammonium chloride (25mg/g)",46644cba-3b96-45fd-be96-c54540c7ddee
1,2025,KSNK,MN,IB2400248172,Bệnh viện Bệnh Nhiệt đới,"Mua hóa chất khử khuẩn, vật tư xét nghiệm và vật tư y tế năm 2024 (Gói 02)",45531,1/23/2025,12 tháng,CÔNG TY TNHH SG PHARMA,Sg Pharma,Greenax Opa,Xử lý dụng cụ,KK mức độ cao,Việt Nam,5000,437,590000,257830000,"Dung dịch ngâm khử khuẩn mức độ cao, không gây ăn mòn dụng cụ chứa Ortho-phathaladehyde (OPA) 0,55% pH 72 - 78",46644cba-3b96-45fd-be96-c54540c7ddee
1,2025,KSNK,MN,IB2400248172,Bệnh viện Bệnh Nhiệt đới,"Mua hóa chất khử khuẩn, vật tư xét nghiệm và vật tư y tế năm 2024 (Gói 02)",45531,45680,12 tháng,CÔNG TY CỔ PHẦN DỊCH VỤ VÀ THIẾT BỊ Y TẾ AN SINH,An Sinh,Asi-Clean,Xử lý dụng cụ,Làm sạch và tiền KK,Việt Nam,5000,343,817005,280232715,"Dung dịch ngâm dụng cụ chứa Didecyledimethyl ammonium chloride, Chlorhexidine digluconate, chất hoạt động bề mặt",46644cba-3b96-45fd-be96-c54540c7ddee
1,2025,KSNK,MN,IB2400248172,Bệnh viện Bệnh Nhiệt đới,"Mua hóa chất khử khuẩn, vật tư xét nghiệm và vật tư y tế năm 2024 (Gói 02)",45531,45680,12 tháng,CÔNG TY TNHH THIẾT BỊ Y TẾ ĐỨC LỘC,Tân Hương,Tha Spray,Xử lý bề mặt,Phun tay,Việt Nam,750,490,89200,43708000,"Dung dịch vệ sinh và khử khuẩn bề mặt chứa didecyldimethylammonium chloride, Polyhexamethylene biguanide hydrochloride",46644cba-3b96-45fd-be96-c54540c7ddee
1,2025,KSNK,MN,IB2400248172,Bệnh viện Bệnh Nhiệt đới,"Mua hóa chất khử khuẩn, vật tư xét nghiệm và vật tư y tế năm 2024 (Gói 02)",45531,45680,12 tháng,CÔNG TY TNHH DƯỢC VÀ TRANG THIẾT BỊ Y TẾ Á ĐÔNG ,Lollipop,Cleanwel Clear,Xử lý bề mặt,Phun máy,Việt Nam,5000,245,966000,236670000,"Hóa chất phun sương 5% w/w Hydrogen Peroxide + 0,005 w/w Ion Bạc Active ingredient(s)",46644cba-3b96-45fd-be96-c54540c7ddee
1,2025,KSNK,MN,IB2400262718-00,Bệnh viện Bệnh Nhiệt đới,Gói thầu thuốc generic,45679,45674,12 tháng, , ,Povidone Iodine,Sát khuẩn da,Sát khuẩn da,Việt Nam, ,95,5400,513000, ,46644cba-3b96-45fd-be96-c54540c7ddee
1,2025,KSNK,MN,IB2400262718-00,Bệnh viện Bệnh Nhiệt đới,Gói thầu thuốc generic,45679,45674,12 tháng, , ,Povidone Iodine,Sát khuẩn da,Sát khuẩn da,Việt Nam, ,95,11235,1067325, ,46644cba-3b96-45fd-be96-c54540c7ddee
1,2025,KSNK,MN,IB2400300397,Bệnh viện Đa khoa khu vực Thủ Đức,"Mua sắm vật tư y tế, hóa chất khử khuẩn, khí y tế năm 2024-2025",45565,45671,12 tháng,TỔNG CÔNG TY THIẾT BỊ Y TẾ VIỆT NAM - CTCP,Anios,Anios R444,Xử lý dụng cụ,Bảo dưỡng dụng cụ,Nhập khẩu,1000,15,1331000,19965000,"1 Thành phần: 52,5% Acid Phosphoric
2 Làm mới dụng cụ và trang thiết bị y tế có chất liệu thép không rỉ Loại bỏ cặn sắt oxide và các vết oxy hóa khác
Nồng độ pha loãng từ 3% - 5% trong nước ấm
Thời gian ngâm: 1 giờ
Chai 1 lít
3 ISO 13485",46644cba-3b96-45fd-be96-c54540c7ddee
1,2025,KSNK,MN,IB2400300397,Bệnh viện Đa khoa khu vực Thủ Đức,"Mua sắm vật tư y tế, hóa chất khử khuẩn, khí y tế năm 2024-2025",45565,45671,12 tháng,CÔNG TY CỔ PHẦN GLOBALPHARMA,Bbraun,BRAUNODERM,Sát khuẩn da,Sát khuẩn da,Nhập khẩu,250,1000,97889,97889000,"- Dung dịch sát trùng da nhanh, chứa 1% kl/kl povidone iodine, 50% kl/kl isopropyl alcohol, dạng chai xịt 250ml,
- Tiêu chuẩn: ISO 13495, ISO 9001",46644cba-3b96-45fd-be96-c54540c7ddee
1,2025,KSNK,MN,IB2400300397,Bệnh viện Đa khoa khu vực Thủ Đức,"Mua sắm vật tư y tế, hóa chất khử khuẩn, khí y tế năm 2024-2025",45565,45671,12 tháng,TỔNG CÔNG TY THIẾT BỊ Y TẾ VIỆT NAM - CTCP,Anios,Anios’Clean Excel D,Xử lý dụng cụ,Làm sạch và tiền KK,Nhập khẩu,1000,320,345450,110544000,"1 Thành phần: 6,5% Didecyldimethyl ammonium chloride + 0,074% Chlorhexidine digluconate, chất hoạt động bề mặt non-ionic
2 Làm sạch và khử khuẩn dụng cụ y tế
pH trung tính pH = 66 - 76
Thời gian tiếp xúc: từ 5 phút
Không ăn mòn, tương thích với nhiều chất liệu dụng cụ
Xuất xứ: Pháp
3 Có bầu (bơm) định lượng
4 Hiệu quả diệt khuẩn
- Diệt khuẩn EN 14561
- Diệt nấm EN 14562
- Diệt vi khuẩn lao EN 14563
- Diệt Vacinia EN 17111 (Pha loãng sản phẩm bằng: Nước cứng)
5 Đạt tiêu chuẩn CE, ISO 13485, ISO 9001",46644cba-3b96-45fd-be96-c54540c7ddee
1,2025,KSNK,MN,IB2400300397,Bệnh viện Đa khoa khu vực Thủ Đức,"Mua sắm vật tư y tế, hóa chất khử khuẩn, khí y tế năm 2024-2025",45565,45671,12 tháng,CÔNG TY TNHH LAVICOM,Lavitec,Alfasept Care,Vệ sinh tay,VST chứa cồn,Việt Nam,5000,500,441000,220500000,"- Ethanol 73,5% (w/w),
Isopropanol 2,5% (w/w),
Chlorhexidine digluconate 0,5% (w/w), chất giữ ẩm
- Tiêu chuẩn ISO 13485",46644cba-3b96-45fd-be96-c54540c7ddee
1,2025,KSNK,MN,IB2400300397,Bệnh viện Đa khoa khu vực Thủ Đức,"Mua sắm vật tư y tế, hóa chất khử khuẩn, khí y tế năm 2024-2025",45565,45671,12 tháng,CÔNG TY CỔ PHẦN DỊCH VỤ VÀ THIẾT BỊ Y TẾ AN SINH,An Sinh,Asi-Scrub,Vệ sinh tay,VST ngoại khoa CHG4%,Việt Nam,500,1500,44205,66307500,"4%kl/kl Chlorhexidine Digluconate
Hàm lượng phụ gia vừa đủ 100%
ISO 13485",46644cba-3b96-45fd-be96-c54540c7ddee
1,2025,KSNK,MN,IB2400300397,Bệnh viện Đa khoa khu vực Thủ Đức,"Mua sắm vật tư y tế, hóa chất khử khuẩn, khí y tế năm 2024-2025",45565,45671,12 tháng,CÔNG TY TNHH DƯỢC VÀ TRANG THIẾT BỊ Y TẾ Á ĐÔNG ,Lollipop,Cleanwel Clear,Xử lý bề mặt,Phun máy,Việt Nam,1000,3000,193200,579600000,"- Hoạt chất: Hydrogen peroxide 5 % (w/w), Ion Ag 0005 % (w/w)
- Tiêu chuẩn ISO 9001 ",46644cba-3b96-45fd-be96-c54540c7ddee
1,2025,KSNK,MN,IB2400300397,Bệnh viện Đa khoa khu vực Thủ Đức,"Mua sắm vật tư y tế, hóa chất khử khuẩn, khí y tế năm 2024-2025",45565,45671,12 tháng,CÔNG TY TNHH LAVICOM,Lavitec,Alfasept Chg Body Wash,Vệ sinh tay,VST ngoại khoa CHG4%,Việt Nam,50,5000,14999,74995000,"- Dung dịch tắm khử khuẩn có chứa Chlorhexidine 4%, chai 50 ml
- Tiêu chuẩn ISO 13485",46644cba-3b96-45fd-be96-c54540c7ddee
1,2025,KSNK,MN,IB2400300397,Bệnh viện Đa khoa khu vực Thủ Đức,"Mua sắm vật tư y tế, hóa chất khử khuẩn, khí y tế năm 2024-2025",45565,45671,12 tháng,TỔNG CÔNG TY THIẾT BỊ Y TẾ VIỆT NAM - CTCP,Anios,Aniosyme X3 ,Xử lý dụng cụ,Làm sạch và tiền KK,Nhập khẩu,5000,380,2620000,995600000,"1 Thành phần: 14% N,N-Didecyl-N-Methyl-poly(oxyethyl)ammonium propionate + 0,3% Chlorhexidine digluconate, hỗn hợp 3 enzym: protease, lipase và amylase
2 Làm sạch và khử nhiễm
Thời gian tiếp xúc: từ 5 phút
Nồng độ sử dụng 05% (25ml dung dịch trong 5 lít nước)
Can 5 lít
Xuất xứ: Pháp
3 Hiệu quả diệt khuẩn:
Diệt khuẩn EN 14561 trong 5 phút
diệt nấm EN 14562 trong 5 phút
diệt vi khuẩn lao EN 14563 trong 5 phút
Diệt virus EN 14476 trong 5 phút
Diệt virus có vỏ bọc theo tiêu chuẩn EN 17111
4 Đạt tiêu chuẩn CE, ISO 13485, ISO 9001",46644cba-3b96-45fd-be96-c54540c7ddee
1,2025,KSNK,MN,IB2400300397,Bệnh viện Đa khoa khu vực Thủ Đức,"Mua sắm vật tư y tế, hóa chất khử khuẩn, khí y tế năm 2024-2025",45565,45671,12 tháng,TỔNG CÔNG TY THIẾT BỊ Y TẾ VIỆT NAM - CTCP,Anios,Anioxyde 1000 Ld,Xử lý dụng cụ,KK mức độ cao,Nhập khẩu,5000,240,1610000,386400000,"1 Thành phần: acid peracetic 1000 ppm (được tạo ra từ acetylcaprolactam), không chứa acid acetic
2 Khử khuẩn mức độ cao trong 5 phút
Tái sử dụng trong vòng 14 ngày, có kèm test kiểm tra nồng độ acid peracetic
Xuất xứ: Pháp
3 Hiệu quả diệt khuẩn:
- Diệt khuẩn EN 14561
- Diệt nấm EN 14562
- Diệt vi khuẩn lao EN 14563
- Diệt virus EN 17111
4 Không gây ăn mòn và tương thích với nhiều loại dụng cụ
5 Đạt tiêu chuẩn CE và ISO 13485 và ISO 9001",46644cba-3b96-45fd-be96-c54540c7ddee
1,2025,KSNK,MN,IB2400300397,Bệnh viện Đa khoa khu vực Thủ Đức,"Mua sắm vật tư y tế, hóa chất khử khuẩn, khí y tế năm 2024-2025",45565,45671,12 tháng,TỔNG CÔNG TY THIẾT BỊ Y TẾ VIỆT NAM - CTCP,Anios,Opaster'Anios,Xử lý dụng cụ,KK mức độ cao,Nhập khẩu,5000,160,1065000,170400000,"1 Thành phần: 0,55% Ortho- Phthalaldehyde,
2 pH=7, dung dịch sẵn sàng sử dụng (không cần hoạt hóa)
Khử khuẩn mức độ cao trong 5 phút
Tái sử dụng trong 14 ngày (tặng kèm test thử để kiểm tra nồng độ OPA)
Xuất xứ: Pháp
3 Hiệu quả diệt khuẩn:
- Diệt khuẩn EN 14561
- Diệt nấm EN 14562
- Diệt vi khuẩn lao EN 14563
- Diệt virus EN 17111
4 Không gây ăn mòn và tương thích với nhiều loại dụng cụ
5 Đạt tiêu chuẩn CE, ISO 13485, ISO 9001",46644cba-3b96-45fd-be96-c54540c7ddee
1,2025,KSNK,MN,IB2400300397,Bệnh viện Đa khoa khu vực Thủ Đức,"Mua sắm vật tư y tế, hóa chất khử khuẩn, khí y tế năm 2024-2025",45565,45671,12 tháng,TỔNG CÔNG TY THIẾT BỊ Y TẾ VIỆT NAM - CTCP,Anios,Wip'Anios Excel,Xử lý bề mặt,Khăn lau,Nhập khẩu,100,70,290000,20300000,"1 Khăn tẩm dung dịch Didecyldimethyl ammonium chloride 03%, không chứa cồn
2 Làm sạch & khử khuẩn bề mặt, lau sơ bộ ống nội soi trước khi ngâm làm sạch và khử khuẩn
Phân hủy vi sinh 100%
3 Đạt tiêu chuẩn CE, ISO 13485, ISO 9001",46644cba-3b96-45fd-be96-c54540c7ddee
1,2025,KSNK,MN,IB2400314259,Bệnh viện Quận 4,Vật tư y tế năm 2024 - 2025,45554,45660,12 tháng,TỔNG CÔNG TY THIẾT BỊ Y TẾ VIỆT NAM - CTCP,Anios,Anios R444,Xử lý dụng cụ,Bảo dưỡng dụng cụ,Nhập khẩu,1000,2,1331000,2662000,"1 Thành phần: 52,5% Acid Phosphoric
2 Làm mới dụng cụ và trang thiết bị y tế có chất liệu thép không rỉ Loại bỏ cặn sắt oxide và các vết oxy hóa khác
Nồng độ pha loãng từ 3% - 5% trong nước ấm
Thời gian ngâm: 1 giờ
Thay mới dung dịch ngâm tối thiểu 1 lần một ngày",46644cba-3b96-45fd-be96-c54540c7ddee
1,2025,KSNK,MN,IB2400314259,Bệnh viện Quận 4,Vật tư y tế năm 2024 - 2025,45554,45660,12 tháng,TỔNG CÔNG TY THIẾT BỊ Y TẾ VIỆT NAM - CTCP,Anios,Anios’Clean Excel D,Xử lý dụng cụ,Làm sạch và tiền KK,Nhập khẩu,1000,200,345450,69090000,"1 Thành phần: 6,5% Didecyldimethyl ammonium chloride + 0,074% Chlorhexidine digluconate, chất hoạt động bề mặt non-ionic
2 Làm sạch và khử khuẩn dụng cụ y tế
Nồng độ sử dụng 05%
pH = 66 - 76
Thời gian tiếp xúc: từ 5 phút
3 Hiệu quả diệt khuẩn
- Diệt khuẩn EN 14561 (Pseudomonas aeruginosa, Staphylococcus aureus, Enterococcus hirae)
- Diệt nấm EN 14562 (Candida albicans, Aspergillus niger)
- Diệt vi khuẩn lao EN 14563 (Mycobacterium terrae)
- Diệt virus HIV-1, HBV, HCV, HSV,
- Diệt Vacinia EN 17111
4 Đạt tiêu chuẩn: ISO 15883 (chống lại màng Biofilm)
5 Đạt tiêu chuẩn CE, ISO 13485, ISO 9001",46644cba-3b96-45fd-be96-c54540c7ddee
1,2025,KSNK,MN,IB2400314259,Bệnh viện Quận 4,Vật tư y tế năm 2024 - 2025,45554,45660,12 tháng,TỔNG CÔNG TY THIẾT BỊ Y TẾ VIỆT NAM - CTCP,Anios,Aniosafe Manuclear Npc Hf,Vệ sinh tay,VST thường quy/CHG 2%,Nhập khẩu,500,200,124630,24926000,"1 Thành phần: 300% Cocamidopropyl betaine, 180% Sodium C14-17 alkyl sec sulfonate
2 Thích hợp cho da nhạy cảm, giàu chất làm ẩm da
3 Đạt tiêu chuẩn ISO 11930 (Khả năng kháng khuẩn của sản phẩm trong 15 tuần kể từ ngày mở nắp)",46644cba-3b96-45fd-be96-c54540c7ddee
1,2025,KSNK,MN,IB2400314259,Bệnh viện Quận 4,Vật tư y tế năm 2024 - 2025,45554,45660,12 tháng,TỔNG CÔNG TY THIẾT BỊ Y TẾ VIỆT NAM - CTCP,Anios,Aniosgel 85 Npc,Vệ sinh tay,VST chứa cồn,Nhập khẩu,500,240,135000,32400000,"1 Thành phần: Ethanol 70%w/w + Propanol-2-ol l,74%w/w,
2 Cồn sát khuẩn tay dạng thixotropic gel
3 Đạt tiêu chuẩn: Vệ sinh tay thường quy EN 1500, Vệ sinh tay ngoại khoa EN 12791
4 Hiệu quả diệt khuẩn:
Diệt virus HIV, Rotavirus, H1N1 trong 30 giây theo tiêu chuẩn EN 14476, và diệt Coronavirus, SARS trong 30 giây theo tiêu chuẩn BGA & DVV
Diệt khuẩn theo tiêu chuẩn EN 13727 trong 30 giây,
Diệt nấm hoặc nấm men theo tiêu chuẩn EN 13624,
Diệt vi khuẩn lao theo tiêu chuẩn EN 14348 trong 30 giây
5 Đạt tiêu chuẩn ISO 9001",46644cba-3b96-45fd-be96-c54540c7ddee
1,2025,KSNK,MN,IB2400314259,Bệnh viện Quận 4,Vật tư y tế năm 2024 - 2025,45554,45660,12 tháng,TỔNG CÔNG TY THIẾT BỊ Y TẾ VIỆT NAM - CTCP,Anios,Aniospray Surf 29,Xử lý bề mặt,Phun tay,Nhập khẩu,1000,35,283500,9922500,"1 Thành phần: 0,053% Didecyldimethyl ammonium chloride + 0,064 % Chlorhexidine digluconate kết hợp 22,6% Ethanol
2 Khử khuẩn nhanh các bề mặt
3 Hiệu quả diệt khuẩn, diệt nấm theo EN 13697
Diệt virus (PRV, BVDV, HSV 1) từ 1 phút
4 Đạt tiêu chuẩn CE, ISO 13485, ISO 9001",46644cba-3b96-45fd-be96-c54540c7ddee
1,2025,KSNK,MN,IB2400314259,Bệnh viện Quận 4,Vật tư y tế năm 2024 - 2025,45554,45660,12 tháng,TỔNG CÔNG TY THIẾT BỊ Y TẾ VIỆT NAM - CTCP,Anios,Aniosyme X3,Xử lý dụng cụ,Làm sạch và tiền KK,Nhập khẩu,1000,70,577668,40436760,"1 Thành phần: 14% N,N-Didecyl-N-Methyl-poly(oxyethyl)ammonium propionate + 0,3% Chlorhexidine digluconate, hỗn hợp 3 enzym: Protease,  Lipase, Amylase, chất hoạt động bề mặt
2 Làm sạch và khử nhiễm
Thời gian tiếp xúc: từ 5 phút
3 Đạt tiêu chuẩn: ISO 15883 (chống lại màng Biofilm )
4 Hiệu quả diệt khuẩn:
Diệt khuẩn EN 14561 (Staphylococcus aureus, Pseudomonas aeruginosa, Enterococcus hirae)
Diệt virus EN 14476 (HIV-1, HBV, HCV,HSV 1)
Diệt virus có vỏ bọc theo tiêu chuẩn EN 17111 (Vaccinia virus)",46644cba-3b96-45fd-be96-c54540c7ddee
1,2025,KSNK,MN,IB2400314259,Bệnh viện Quận 4,Vật tư y tế năm 2024 - 2025,45554,45660,12 tháng,TỔNG CÔNG TY THIẾT BỊ Y TẾ VIỆT NAM - CTCP,Anios,Anioxyde 1000 Ld,Xử lý dụng cụ,KK mức độ cao,Nhập khẩu,5000,30,1650000,49500000,"1 Thành phần: acid peracetic 1000 ppm (được tạo ra từ acetylcaprolactam), không chứa acid acetic
2 Khử khuẩn mức độ cao trong 5 phút
Tái sử dụng trong vòng 14 ngày, có kèm test kiểm tra nồng độ acid peracetic
3 Hiệu quả diệt khuẩn:
- Diệt khuẩn EN 14561 (Pseudomonas aeruginosa, Staphylococcus aureus, Enterococcus hirae)
- Diệt nấm EN 14562 (Candida albicans, Aspergillus brasiliensis)
- Diệt vi khuẩn lao EN 14563 (Mycobacterium terrae, Mycobacterium avium)
- Diệt bào tử trong 5 phút theo EN 17126 (Bacillus subtilis, Clostridium difficile)
- Diệt virus EN 17111 (Adenovirus, Norovirus)
4 Đạt tiêu chuẩn CE và ISO 13485 và ISO 9001",46644cba-3b96-45fd-be96-c54540c7ddee
1,2025,KSNK,MN,IB2400314259,Bệnh viện Quận 4,Vật tư y tế năm 2024 - 2025,45554,45660,12 tháng,TỔNG CÔNG TY THIẾT BỊ Y TẾ VIỆT NAM - CTCP,Anios,Dermanios Scrub Chlorhexidine 4%,Vệ sinh tay,VST ngoại khoa CHG4%,Nhập khẩu,500,48,144375,6930000,"1 Thành phần: Chlorhexidine digluconate 4%,
2 Xà phòng khử khuẩn cho vệ sinh tay thường quy và vệ sinh tay ngoại khoa
pH = 55
3 Đạt tiêu chuẩn dùng trong vệ sinh tay ngoại khoa theo yêu cầu của WHO: EN 12791
4 Diệt virus HIV, Rotavius, HBV, HCV theo tiêu chuẩn EN 14476
5 Đạt tiêu chuẩn ISO 9001",46644cba-3b96-45fd-be96-c54540c7ddee
1,2025,KSNK,MN,IB2400314259,Bệnh viện Quận 4,Vật tư y tế năm 2024 - 2025,45554,45660,12 tháng,TỔNG CÔNG TY THIẾT BỊ Y TẾ VIỆT NAM - CTCP,Anios,Dermanios Scrub Chlorhexidine 4%,Vệ sinh tay,VST ngoại khoa CHG4%,Nhập khẩu,5000,40,1023750,40950000,"1 Thành phần: Chlorhexidine digluconate 4%,
2 Xà phòng khử khuẩn cho vệ sinh tay thường quy và vệ sinh tay ngoại khoa
pH = 55
3 Đạt tiêu chuẩn dùng trong vệ sinh tay ngoại khoa theo yêu cầu của WHO: EN 12791
4 Diệt virus HIV, Rotavius, HBV, HCV theo tiêu chuẩn EN 14476
5 Đạt tiêu chuẩn ISO 9001",46644cba-3b96-45fd-be96-c54540c7ddee
1,2025,KSNK,MN,IB2400314259,Bệnh viện Quận 4,Vật tư y tế năm 2024 - 2025,45554,45660,12 tháng,TỔNG CÔNG TY THIẾT BỊ Y TẾ VIỆT NAM - CTCP,Anios,Steranios 2%,Xử lý dụng cụ,KK mức độ cao,Nhập khẩu,5000,80,428925,34314000,"1 Thành phần: 2% Glutaraldehyde
2 không cần hoạt hóa, pH=6
Khử khuẩn mức độ cao: 10 phút
Tái sử dụng trong 30 ngày (tặng kèm test thử)
3 Hiệu quả diệt khuẩn:
- Diệt khuẩn EN 14561 (Enterococcus hirae, Pseudomonas aeruginosa, Staphylococcus aureus)
- Diệt nấm EN 14562 (Candida albicans, Aspergillus niger)
- Diệt vi khuẩn lao EN 14563 (Mycobacterium terrae, Mycobacterium avium)
- Diệt virus EN 17111 (Adenovirus)",46644cba-3b96-45fd-be96-c54540c7ddee
1,2025,KSNK,MN,IB2400314259,Bệnh viện Quận 4,Vật tư y tế năm 2024 - 2025,45554,45660,12 tháng,TỔNG CÔNG TY THIẾT BỊ Y TẾ VIỆT NAM - CTCP,Anios,Surfanios Premium,Xử lý bề mặt,Lau sàn,Nhập khẩu,5000,8,1712340,13698720,"1 Thành phần: 2,5% Didecyldimethyl ammonium chloride + 5,1% N-(3-aminopropyl)-N-dodecylpropane-1,3-diamine
2 Làm sạch khử khuẩn sàn nhà, bề mặt,
Nồng độ pha: 025%
Thời gian tiếp xúc: từ 15 phút
3 Tương thích tốt với các chất liệu bề mặt
4 Hiệu quả diệt khuẩn theo EN 16615 (Enterococcus hirae, Pseudomonas aeruginosa, Staphylococcus aureus)
Diệt virus theo EN 14476 (Adenovirus, Norovirus MNV, Vaciniavirus)
5 Đạt tiêu chuẩn CE, ISO 13485, ISO 9001",46644cba-3b96-45fd-be96-c54540c7ddee
1,2025,KSNK,MN,IB2400314259,Bệnh viện Quận 4,Vật tư y tế năm 2024 - 2025,45554,45660,12 tháng,TỔNG CÔNG TY THIẾT BỊ Y TẾ VIỆT NAM - CTCP,Anios,Surfa'Safe Premium,Xử lý bề mặt,Phun tay,Nhập khẩu,750,24,395500,9492000,"1 Thành phần: 03% Didecyldimethyl ammonium chloride, chất HĐBM, không chứa cồn
2 Làm sạch và khử khuẩn bề mặt trang thiết bị y tế
Tương thích với Polycarbonate, plexiglas
Đầu phun tạo bọt
Thời gian tiếp xúc: từ 2 phút
3 Hiệu quả diệt khuẩn theo EN 16615 (Enterococcus hirae, Pseudomonas aeruginosa, Staphylococcus aureus)
Diệt virus theo tiêu chuẩn EN 14476 (Adenovirus, Norovirus Murine MNV)
4 Đạt tiêu chuẩn CE, ISO 13485, ISO 9001",46644cba-3b96-45fd-be96-c54540c7ddee
1,2025,KSNK,MN,IB2400344361,Bệnh viện Huyện Bình Chánh,"Mua sắm hóa chất, sinh phẩm năm 2024 – 2025 cho BV huyện Bình Chánh",45566,45677,12 tháng,CÔNG TY CỔ PHẦN DƯỢC PHẨM THIẾT BỊ Y TẾ HÀ NỘI,Asp,Cidex Opa,Xử lý dụng cụ,KK mức độ cao,Nhập khẩu,3780,165,891030,147019950,"Dung dịch khử khuẩn mức độ cao,
thành phần ORTHO-PHTHALADEHYDE 0,55%, Benzotriazole 0,01% và các thành phần khác, pH 72 - 78,
- Thời gian ngâm khử khuẩn mức độ cao cho dụng cụ là 5 phút, tái sử dụng trong vòng 14 ngày Thời gian bảo quản dung dịch trong can là 75 ngày tính từ khi mở nắp
- Không gây ăn mòn dụng cụ, tương thích với nhiều loại dụng cụ và vật liệu (kể cả Polystyrene, Cyanoacrylate, EPO - TEK 353 epoxy), có que thử
- Tương thích với dụng cụ của các hãng sản xuất dụng cụ nội soi (Olympus, Pentax, GE, Karl Storz, đèn nội soi Fujinon)
- Diệt được hầu hết các loại vi khuẩn, vi rút, nấm, Trực khuẩn lao (Mycobacterium bovis), theo các tiêu chuẩn: EN 13727, EN 13624, EN 14348, EN 14563, EN 14476
- Môi trường sử dụng không cần thông khí đặc biệt Có thể dùng cho quy trình xử lý bằng tay và bằng máy
- Đạt các tiêu chuẩn: EC, ISO 13485, CFS",46644cba-3b96-45fd-be96-c54540c7ddee
